Wavelength,EQW,Pdiff(cont),Veq,vsini,i(deg),Rstar,Mstar,Teff,log(g),vfrac,Rpolar,Requat,file_name
6564.57,3.65,0.009,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd55p0_halpha_alp0p0_i20
6564.57,3.87,0.01,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd55p0_halpha_alp0p0_i30
6564.57,4.75,0.01,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd55p0_halpha_alp0p0_i40
6564.57,6.45,0.01,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd55p0_halpha_alp0p0_i50
6564.57,8.78,0.01,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd55p0_halpha_alp0p0_i60
6564.57,10.84,0.01,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd55p0_halpha_alp0p0_i70
6564.57,6.76,0.012,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd55p0_halpha_alp0p0_i80
6564.57,0.51,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd55p0_halpha_alp0p0_i90
6564.57,-1.89,0.009,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i0
6564.57,-1.84,0.009,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i10
6564.57,-1.87,0.009,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i20
6564.57,-1.87,0.01,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i30
6564.57,-1.82,0.01,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i40
6564.57,-1.59,0.01,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i50
6564.57,-1.22,0.01,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i60
6564.57,-1.06,0.011,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i70
6564.57,-1.87,0.012,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i80
6564.57,-3.99,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd5p0_halpha_alp0p0_i90
6564.57,3.82,0.009,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i0
6564.57,3.77,0.009,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i10
6564.57,3.65,0.009,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i20
6564.57,3.88,0.01,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i30
6564.57,4.75,0.01,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i40
6564.57,6.45,0.01,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i50
6564.57,8.78,0.01,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i60
6564.57,10.84,0.01,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i70
6564.57,6.73,0.012,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i80
6564.57,0.04,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d00_7d69em11_rd65p0_halpha_alp0p0_i90
6564.57,-5.32,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i0
6564.57,-5.33,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i10
6564.57,-5.38,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i20
6564.57,-5.46,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i30
6564.57,-5.55,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i40
6564.57,-5.65,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i50
6564.57,-5.78,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i60
6564.57,-5.95,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i70
6564.57,-6.2,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i80
6564.57,-6.61,0.014,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd15p0_halpha_alp0p0_i90
6564.57,-5.32,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i0
6564.57,-5.33,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i10
6564.57,-5.38,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i20
6564.57,-5.46,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i30
6564.57,-5.55,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i40
6564.57,-5.65,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i50
6564.57,-5.78,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i60
6564.57,-5.95,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i70
6564.57,-6.2,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i80
6564.57,-6.61,0.014,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd25p0_halpha_alp0p0_i90
6564.57,-5.32,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i0
6564.57,-5.33,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i10
6564.57,-5.38,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i20
6564.57,-5.46,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i30
6564.57,-5.55,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i40
6564.57,-5.65,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i50
6564.57,-5.78,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i60
6564.57,-5.95,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i70
6564.57,-6.2,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i80
6564.57,-6.6,0.014,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd35p0_halpha_alp0p0_i90
6564.57,-5.32,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i0
6564.57,-5.33,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i10
6564.57,-5.38,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i20
6564.57,-5.46,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i30
6564.57,-5.55,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i40
6564.57,-5.65,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i50
6564.57,-5.78,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i60
6564.57,-5.95,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i70
6564.57,-6.2,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i80
6564.57,-6.6,0.014,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd45p0_halpha_alp0p0_i90
6564.57,-5.32,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i0
6564.57,-5.33,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i10
6564.57,-5.38,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i20
6564.57,-5.46,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i30
6564.57,-5.55,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i40
6564.57,-5.65,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i50
6564.57,-5.78,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i60
6564.57,-5.95,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i70
6564.57,-6.2,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i80
6564.57,-6.6,0.014,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd55p0_halpha_alp0p0_i90
6564.57,-5.33,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i0
6564.57,-5.34,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i10
6564.57,-5.39,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i20
6564.57,-5.47,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i30
6564.57,-5.56,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i40
6564.57,-5.66,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i50
6564.57,-5.79,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i60
6564.57,-5.95,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i70
6564.57,-6.2,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i80
6564.57,-6.41,0.014,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd5p0_halpha_alp0p0_i90
6564.57,-5.32,0.013,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i0
6564.57,-5.33,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i10
6564.57,-5.38,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i20
6564.57,-5.46,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i30
6564.57,-5.55,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i40
6564.57,-5.65,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i50
6564.57,-5.78,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i60
6564.57,-5.95,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i70
6564.57,-6.2,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i80
6564.57,-6.6,0.014,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d00em12_rd65p0_halpha_alp0p0_i90
6564.57,-2.53,0.012,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i0
6564.57,-2.58,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i10
6564.57,-2.74,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i20
6564.57,-2.88,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i30
6564.57,-2.91,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i40
6564.57,-2.8,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i50
6564.57,-2.64,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i60
6564.57,-2.6,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i70
6564.57,-3.13,0.013,304.93,300.3,80.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i80
6564.57,-5.88,0.013,304.93,304.93,90.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd15p0_halpha_alp0p0_i90
6564.57,-2.51,0.012,304.93,0.0,0.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd25p0_halpha_alp0p0_i0
6564.57,-2.56,0.012,304.93,52.95,10.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd25p0_halpha_alp0p0_i10
6564.57,-2.72,0.012,304.93,104.29,20.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd25p0_halpha_alp0p0_i20
6564.57,-2.86,0.013,304.93,152.46,30.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd25p0_halpha_alp0p0_i30
6564.57,-2.9,0.013,304.93,196.0,40.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd25p0_halpha_alp0p0_i40
6564.57,-2.79,0.013,304.93,233.59,50.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd25p0_halpha_alp0p0_i50
6564.57,-2.63,0.013,304.93,264.08,60.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd25p0_halpha_alp0p0_i60
6564.57,-2.6,0.013,304.93,286.54,70.0,3.5,4.0,13400.0,4.0,0.8,3.5,3.5,SPEC.M4p0V0p0z0p0X0p3_t8040_w0d0_j0h0_3d25_1d07em11_rd25p0_halpha_alp0p0_i70
